,id,order_id,line_number,quantity,unit_price_order_items,discount_amount,tax_amount,sku,product_name,brand,unit_price,unit_cost,active_from,active_to,created_at_x,category_name,quantity_on_hand,last_updated_at,warehouse_name,city,province,country_code,order_status,order_date,currency_orders,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at_y,payment_method,amount,currency_payments,payment_status,paid_at,carrier,service_level,shipped_at,delivered_at,shipping_cost,tracking_number,first_name,last_name,email,phone,gender,birth_date,created_at_customers,marketing_opt_in,address_type_billing,street_billing,city_billing,province_billing,country_code_billing,postal_code_billing,created_at_billing,is_primary_billing,address_type_shipping,street_shipping,city_shipping,province_shipping,country_code_shipping,postal_code_shipping,created_at_shipping,is_primary_shipping,channel_name_orders,description_orders,utm_source_order_marketing,utm_medium_order_marketing,utm_campaign_order_marketing,utm_content_order_marketing,utm_term_order_marketing,channel_name,description,campaign_name_campaigns,utm_source_campaigns,utm_medium_campaigns,utm_campaign_campaigns,start_date_campaigns,end_date_campaigns,budget_ars_campaigns
211,212,100042,3,2,9732.78,1946.56,3678.99,SKU-00104,Estilo Wearables 104,Estilo,9732.78,6054.04,2025-03-14,,2025-03-14 16:31:50,Wearables,198,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,pending,2025-07-25 18:10:19,ARS,0.0,268062.23,15584.51,53020.32,305498.04,2025-07-25 18:10:19,credit_card,218247.69,ARS,authorized,,,,,,,,Dante,Ramírez,dante.ramirez@example.com,+54 9 1182-7920-927,F,2006-11-23,2025-01-30 19:26:19,True,billing,Mitre 4205,Rosario,Córdoba,AR,3399.0,2025-01-30 19:26:19,True,shipping,Av. Belgrano 969,San Miguel de Tucumán,Buenos Aires,AR,1927,2025-01-30 19:26:19,True,Instagram Shop,Tienda social en Instagram,meta,social,retargeting_jul_2025,carousel,zapatillas,Instagram Shop,Tienda social en Instagram,Retargeting Julio 2025 - Instagram Shop,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2724328.16
212,213,100043,1,1,11644.54,815.12,2274.18,SKU-00007,Pampa Zapatillas 007,Pampa,11644.54,7067.94,2025-03-16,2025-04-25,2025-03-16 02:54:18,Zapatillas,37,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
213,214,100043,1,1,11644.54,815.12,2274.18,SKU-00007,Pampa Zapatillas 007,Pampa,11644.54,7067.94,2025-03-16,2025-04-25,2025-03-16 02:54:18,Zapatillas,33,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
214,215,100043,2,1,120452.95,6022.65,24030.36,SKU-00084,Pampa Botas 084,Pampa,120452.95,83291.18,2025-01-11,,2025-01-11 12:38:28,Botas,157,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
215,216,100043,2,1,120452.95,6022.65,24030.36,SKU-00084,Pampa Botas 084,Pampa,120452.95,83291.18,2025-01-11,,2025-01-11 12:38:28,Botas,172,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
216,217,100043,3,1,15294.0,1835.28,2826.33,SKU-00025,Andina Zapatillas 025,Andina,15294.0,10824.72,2025-02-28,2025-06-07,2025-02-28 02:27:14,Zapatillas,11,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
217,218,100043,3,1,15294.0,1835.28,2826.33,SKU-00025,Andina Zapatillas 025,Andina,15294.0,10824.72,2025-02-28,2025-06-07,2025-02-28 02:27:14,Zapatillas,186,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
218,219,100043,4,2,71241.19,9973.77,27826.81,SKU-00134,Estilo Gorras 134,Estilo,71241.19,44563.53,2025-04-09,,2025-04-09 17:35:35,Gorras,136,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
219,220,100043,4,2,71241.19,9973.77,27826.81,SKU-00134,Estilo Gorras 134,Estilo,71241.19,44563.53,2025-04-09,,2025-04-09 17:35:35,Gorras,180,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,created,2025-06-07 02:29:02,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,,,,,,,Santiago,Pérez,santiago.perez@example.com,+54 9 2659-2181-864,X,2004-12-24,2025-08-01 15:50:47,True,billing,Guemes 1254,Rosario,Córdoba,AR,4729.0,2025-08-01 15:50:47,True,shipping,Reconquista 720,CABA,Neuquén,AR,2433,2025-08-01 15:50:47,True,App,Aplicación móvil,meta,social,nuevo_drop_ago_2025,video,mochilas,App,Aplicación móvil,Nuevo Drop Agosto 2025 - App,meta,social,nuevo_drop_ago_2025,2025-07-14,2025-08-12,1562694.44
220,221,100044,1,2,41609.37,4160.94,16602.14,SKU-00099,Andina Pantalones 099,Andina,41609.37,31849.09,2025-01-30,,2025-01-30 02:22:44,Pantalones,135,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,canceled,2025-06-05 15:40:14,ARS,0.0,83218.74,4160.94,16602.14,95659.94,2025-06-05 15:40:14,,,,,,,,,,,,Emma,González,emma.gonzalez@example.com,+54 9 1223-5327-575,F,1976-05-21,2024-10-27 16:37:47,True,billing,Dorrego 851,La Plata,CABA,AR,1158.0,2024-10-27 16:37:47,True,shipping,Calle San Martín 6001,Buenos Aires,Córdoba,AR,6123,2024-10-27 16:37:47,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,brand,zapatillas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
221,222,100044,1,2,41609.37,4160.94,16602.14,SKU-00099,Andina Pantalones 099,Andina,41609.37,31849.09,2025-01-30,,2025-01-30 02:22:44,Pantalones,55,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,canceled,2025-06-05 15:40:14,ARS,0.0,83218.74,4160.94,16602.14,95659.94,2025-06-05 15:40:14,,,,,,,,,,,,Emma,González,emma.gonzalez@example.com,+54 9 1223-5327-575,F,1976-05-21,2024-10-27 16:37:47,True,billing,Dorrego 851,La Plata,CABA,AR,1158.0,2024-10-27 16:37:47,True,shipping,Calle San Martín 6001,Buenos Aires,Córdoba,AR,6123,2024-10-27 16:37:47,True,Web,Tienda online desktop/mobile,google,cpc,invierno_2025,brand,zapatillas,Web,Tienda online desktop/mobile,Invierno 2025 Performance - Web,google,cpc,invierno_2025,2025-08-11,2025-08-20,4065939.23
222,223,100045,1,2,13288.96,3189.35,4911.6,SKU-00035,Río Camperas 035,Río,13288.96,9249.71,2025-05-09,,2025-05-09 19:20:15,Camperas,82,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
223,224,100045,1,2,13288.96,3189.35,4911.6,SKU-00035,Río Camperas 035,Río,13288.96,9249.71,2025-05-09,,2025-05-09 19:20:15,Camperas,155,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
224,225,100045,2,2,27000.42,0.0,11340.18,SKU-00100,Andina Remeras 100,Andina,27000.42,20325.52,2025-03-19,2025-05-03,2025-03-19 03:06:04,Remeras,96,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
225,226,100045,2,2,27000.42,0.0,11340.18,SKU-00100,Andina Remeras 100,Andina,27000.42,20325.52,2025-03-19,2025-05-03,2025-03-19 03:06:04,Remeras,107,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
226,227,100045,3,3,70778.34,14863.45,41469.03,SKU-00146,Lago Pantalones 146,Lago,70778.34,50792.07,2025-07-10,,2025-07-10 19:40:04,Pantalones,29,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
227,228,100045,3,3,70778.34,14863.45,41469.03,SKU-00146,Lago Pantalones 146,Lago,70778.34,50792.07,2025-07-10,,2025-07-10 19:40:04,Pantalones,103,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
228,229,100045,4,3,119648.89,35894.67,67840.92,SKU-00142,Pampa Mochilas 142,Pampa,119648.89,66223.22,2025-05-18,,2025-05-18 04:29:59,Mochilas,147,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
229,230,100045,4,3,119648.89,35894.67,67840.92,SKU-00142,Pampa Mochilas 142,Pampa,119648.89,66223.22,2025-05-18,,2025-05-18 04:29:59,Mochilas,109,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,delivered,2025-06-22 17:53:39,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,Correo Argentino,Express,2025-06-23 17:53:39,2025-06-28 17:53:39,0.0,PJ6720513857,Tomás,García,tomas.garcia@example.com,+54 9 1816-1753-164,M,1978-08-16,2024-08-27 14:58:27,True,,,,,,,,,shipping,Mitre 8698,CABA,Buenos Aires,AR,4669,2024-08-27 14:58:27,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,brand,remeras,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
230,231,100046,1,3,69058.97,10358.85,41331.79,SKU-00061,Cordillera Mochilas 061,Cordillera,69058.97,49646.97,2025-05-11,,2025-05-11 17:13:41,Mochilas,110,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,gift_card,277653.27,ARS,captured,2025-06-10 00:53:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
231,232,100046,1,3,69058.97,10358.85,41331.79,SKU-00061,Cordillera Mochilas 061,Cordillera,69058.97,49646.97,2025-05-11,,2025-05-11 17:13:41,Mochilas,110,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,mercado_pago,477020.4,ARS,captured,2025-06-10 01:17:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
232,233,100046,1,3,69058.97,10358.85,41331.79,SKU-00061,Cordillera Mochilas 061,Cordillera,69058.97,49646.97,2025-05-11,,2025-05-11 17:13:41,Mochilas,24,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,gift_card,277653.27,ARS,captured,2025-06-10 00:53:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
233,234,100046,1,3,69058.97,10358.85,41331.79,SKU-00061,Cordillera Mochilas 061,Cordillera,69058.97,49646.97,2025-05-11,,2025-05-11 17:13:41,Mochilas,24,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,mercado_pago,477020.4,ARS,captured,2025-06-10 01:17:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
234,235,100046,2,3,142293.06,0.0,89644.63,SKU-00022,Cordillera Pantalones 022,Cordillera,142293.06,84135.29,2025-05-16,,2025-05-16 22:05:07,Pantalones,151,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,gift_card,277653.27,ARS,captured,2025-06-10 00:53:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
235,236,100046,2,3,142293.06,0.0,89644.63,SKU-00022,Cordillera Pantalones 022,Cordillera,142293.06,84135.29,2025-05-16,,2025-05-16 22:05:07,Pantalones,151,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,mercado_pago,477020.4,ARS,captured,2025-06-10 01:17:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
236,237,100046,2,3,142293.06,0.0,89644.63,SKU-00022,Cordillera Pantalones 022,Cordillera,142293.06,84135.29,2025-05-16,,2025-05-16 22:05:07,Pantalones,27,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,gift_card,277653.27,ARS,captured,2025-06-10 00:53:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
237,238,100046,2,3,142293.06,0.0,89644.63,SKU-00022,Cordillera Pantalones 022,Cordillera,142293.06,84135.29,2025-05-16,,2025-05-16 22:05:07,Pantalones,27,2025-08-31 12:00:00,Córdoba Norte,Córdoba,Córdoba,AR,shipped,2025-06-08 08:53:31,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,mercado_pago,477020.4,ARS,captured,2025-06-10 01:17:31,OCA,Express,2025-06-12 08:53:31,,0.0,OX2659335816,Lorenzo,Pérez,lorenzo.perez@example.com,+54 9 0900-2420-202,F,1979-07-20,2025-06-17 16:06:24,False,billing,Calle San Martín 1480,Córdoba,Córdoba,AR,5065.0,2025-06-17 16:06:24,True,shipping,Lavalle 5859,CABA,Entre Ríos,AR,8035,2025-06-17 16:06:24,True,Marketplace,Marketplace externo,meta,social,nuevo_drop_ago_2025,,camperas,Marketplace,Marketplace externo,Nuevo Drop Agosto 2025 - Marketplace,meta,social,nuevo_drop_ago_2025,2025-07-27,2025-08-12,4801475.51
238,239,100047,1,3,21220.82,1273.25,13101.73,SKU-00020,Andina Wearables 020,Andina,21220.82,13597.14,2025-08-01,,2025-08-01 11:11:46,Wearables,114,2025-08-31 12:00:00,CABA Central,CABA,CABA,AR,paid,2025-07-26 07:20:44,ARS,0.0,479965.24,37040.1,93014.28,535939.42,2025-07-26 07:20:44,gift_card,535939.42,ARS,captured,2025-07-26 19:20:44,,,,,,,Julieta,Torres,julieta.torres@example.com,+54 9 0767-3303-588,M,2002-06-03,2025-01-22 03:28:22,False,,,,,,,,,shipping,Lavalle 3958,Rosario,Buenos Aires,AR,8319,2025-01-22 03:28:22,True,Marketplace,Marketplace externo,meta,social,retargeting_jul_2025,video,,Marketplace,Marketplace externo,Retargeting Julio 2025 - Marketplace,meta,social,retargeting_jul_2025,2025-08-16,2025-09-02,2997894.66
